"run","initialStrength","dg","EndTime","initialActionNorm","normAgentCount","valueNormAgentCount","k","valueDifferenceMean","LHE:forceHumanAction","randomSeed","pieSize","selfTrAvgStrength","valueDifferenceSD","LHEAgentCount","selfEnAvgStrength","GUI","equalInitialQuality","valueAgentCount","initialAcceptRateNorm","agentCount","beta"
356,1.0,0.5,30,0,0,32,0.5,-0.55,"true",356,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
358,1.0,0.5,30,0,0,32,0.5,-0.55,"true",358,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
360,1.0,0.5,30,0,0,32,0.5,-0.55,"true",360,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
362,1.0,0.5,30,0,0,32,0.5,-0.55,"true",362,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
364,1.0,0.5,30,0,0,32,0.5,-0.55,"true",364,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
366,1.0,0.5,30,0,0,32,0.5,-0.55,"true",366,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
368,1.0,0.5,30,0,0,32,0.5,-0.55,"true",368,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
370,1.0,0.5,30,0,0,32,0.5,-0.55,"true",370,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
372,1.0,0.5,30,0,0,32,0.5,-0.55,"true",372,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
374,1.0,0.5,30,0,0,32,0.5,-0.55,"true",374,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
376,1.0,0.5,30,0,0,32,0.5,-0.55,"true",376,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
378,1.0,0.5,30,0,0,32,0.5,-0.55,"true",378,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
380,1.0,0.5,30,0,0,32,0.5,-0.55,"true",380,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
382,1.0,0.5,30,0,0,32,0.5,-0.55,"true",382,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
384,1.0,0.5,30,0,0,32,0.5,-0.55,"true",384,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
386,1.0,0.5,30,0,0,32,0.5,-0.55,"true",386,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
388,1.0,0.5,30,0,0,32,0.5,-0.55,"true",388,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
390,1.0,0.5,30,0,0,32,0.5,-0.55,"true",390,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
392,1.0,0.5,30,0,0,32,0.5,-0.55,"true",392,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
394,1.0,0.5,30,0,0,32,0.5,-0.55,"true",394,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
396,1.0,0.5,30,0,0,32,0.5,-0.55,"true",396,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
398,1.0,0.5,30,0,0,32,0.5,-0.55,"true",398,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
400,1.0,0.5,30,0,0,32,0.5,-0.55,"true",400,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
402,1.0,0.5,30,0,0,32,0.5,-0.55,"true",402,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
404,1.0,0.5,30,0,0,32,0.5,-0.55,"true",404,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
406,1.0,0.5,30,0,0,32,0.5,-0.55,"true",406,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
408,1.0,0.5,30,0,0,32,0.5,-0.55,"true",408,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
410,1.0,0.5,30,0,0,32,0.5,-0.55,"true",410,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
412,1.0,0.5,30,0,0,32,0.5,-0.55,"true",412,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
414,1.0,0.5,30,0,0,32,0.5,-0.55,"true",414,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
416,1.0,0.5,30,0,0,32,0.5,-0.55,"true",416,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
418,1.0,0.5,30,0,0,32,0.5,-0.55,"true",418,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
420,1.0,0.5,30,0,0,32,0.5,-0.55,"true",420,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
422,1.0,0.5,30,0,0,32,0.5,-0.55,"true",422,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
424,1.0,0.5,30,0,0,32,0.5,-0.55,"true",424,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
426,1.0,0.5,30,0,0,32,0.5,-0.55,"true",426,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
428,1.0,0.5,30,0,0,32,0.5,-0.55,"true",428,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
430,1.0,0.5,30,0,0,32,0.5,-0.55,"true",430,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
432,1.0,0.5,30,0,0,32,0.5,-0.55,"true",432,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
434,1.0,0.5,30,0,0,32,0.5,-0.55,"true",434,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
436,1.0,0.5,30,0,0,32,0.5,-0.55,"true",436,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
438,1.0,0.5,30,0,0,32,0.5,-0.55,"true",438,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
440,1.0,0.5,30,0,0,32,0.5,-0.55,"true",440,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
442,1.0,0.5,30,0,0,32,0.5,-0.55,"true",442,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
444,1.0,0.5,30,0,0,32,0.5,-0.55,"true",444,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
446,1.0,0.5,30,0,0,32,0.5,-0.55,"true",446,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
448,1.0,0.5,30,0,0,32,0.5,-0.55,"true",448,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
450,1.0,0.5,30,0,0,32,0.5,-0.55,"true",450,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
452,1.0,0.5,30,0,0,32,0.5,-0.55,"true",452,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
454,1.0,0.5,30,0,0,32,0.5,-0.55,"true",454,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
456,1.0,0.5,30,0,0,32,0.5,-0.55,"true",456,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
458,1.0,0.5,30,0,0,32,0.5,-0.55,"true",458,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
460,1.0,0.5,30,0,0,32,0.5,-0.55,"true",460,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
462,1.0,0.5,30,0,0,32,0.5,-0.55,"true",462,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
464,1.0,0.5,30,0,0,32,0.5,-0.55,"true",464,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
466,1.0,0.5,30,0,0,32,0.5,-0.55,"true",466,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
468,1.0,0.5,30,0,0,32,0.5,-0.55,"true",468,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
470,1.0,0.5,30,0,0,32,0.5,-0.55,"true",470,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
472,1.0,0.5,30,0,0,32,0.5,-0.55,"true",472,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
474,1.0,0.5,30,0,0,32,0.5,-0.55,"true",474,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
476,1.0,0.5,30,0,0,32,0.5,-0.55,"true",476,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
478,1.0,0.5,30,0,0,32,0.5,-0.55,"true",478,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
480,1.0,0.5,30,0,0,32,0.5,-0.55,"true",480,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
482,1.0,0.5,30,0,0,32,0.5,-0.55,"true",482,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
484,1.0,0.5,30,0,0,32,0.5,-0.55,"true",484,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
486,1.0,0.5,30,0,0,32,0.5,-0.55,"true",486,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
488,1.0,0.5,30,0,0,32,0.5,-0.55,"true",488,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
490,1.0,0.5,30,0,0,32,0.5,-0.55,"true",490,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
492,1.0,0.5,30,0,0,32,0.5,-0.55,"true",492,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
494,1.0,0.5,30,0,0,32,0.5,-0.55,"true",494,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
496,1.0,0.5,30,0,0,32,0.5,-0.55,"true",496,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
498,1.0,0.5,30,0,0,32,0.5,-0.55,"true",498,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
500,1.0,0.5,30,0,0,32,0.5,-0.55,"true",500,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
